type,release_date,process_size_(nm),tdp_(w),die_size_(mm^2),transistors_(million),freq_(ghz),foundry,vendor,fp16_gflops,fp32_gflops,fp64_gflops,year
GPU,1999-03-15,250,unknown,63,15,1615.4307897071872,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,1999
CPU,2000-01-12,180,25,106,28,800.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2000
CPU,2000-01-12,180,25,106,28,800.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-03-01,250,unknown,63,15,105.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-03-04,250,unknown,279,54,1615.4307897071872,Sony,Sony,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-03-04,250,79,279,54,147.0,Sony,Sony,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-04-01,180,23,115,30,166.0,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-04-01,180,23,111,30,166.0,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-04-01,180,23,111,30,166.0,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-04-01,180,unknown,115,30,1615.4307897071872,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-04-01,180,unknown,111,30,1615.4307897071872,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2000
CPU,2000-04-10,180,25,106,28,866.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2000
CPU,2000-04-10,180,25,106,28,866.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-04-26,180,unknown,88,25,200.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-04-26,180,unknown,88,25,1615.4307897071872,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-04-26,180,unknown,88,25,200.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2000
CPU,2000-05-22,180,30,375,140,700.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2000
CPU,2000-05-22,180,30,375,140,700.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2000
CPU,2000-05-22,180,29,375,140,700.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2000
CPU,2000-05-22,180,30,375,140,700.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2000
CPU,2000-05-24,180,29,106,28,933.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2000
CPU,2000-05-24,180,30,106,28,933.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-06-01,180,unknown,115,30,148.0,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-06-01,180,23,115,30,166.0,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-06-01,180,23,115,30,166.0,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-06-01,180,23,111,30,143.0,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-06-01,180,unknown,100,unknown,120.0,IBM,ATI,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-06-01,180,unknown,100,unknown,120.0,IBM,ATI,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-06-01,180,unknown,156,unknown,1615.4307897071872,IBM,ATI,19033.0610625,5403.009359050446,1096.608262910798,2000
CPU,2000-06-05,180,45,120,37,800.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2000
CPU,2000-06-05,180,38,120,37,600.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2000
CPU,2000-06-05,180,38,120,37,650.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2000
CPU,2000-06-05,180,40,120,37,700.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2000
CPU,2000-06-05,180,52,120,37,950.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2000
CPU,2000-06-05,180,50,120,37,900.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2000
CPU,2000-06-05,180,47,120,37,850.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2000
CPU,2000-06-05,180,43,120,37,750.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2000
CPU,2000-06-05,180,54,120,37,1000.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-06-22,250,30,112,14,166.0,TSMC,3dfx,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-06-22,250,30,112,14,166.0,TSMC,3dfx,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-06-22,250,unknown,112,14,1615.4307897071872,TSMC,3dfx,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-06-28,180,unknown,64,20,175.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-06-28,180,unknown,64,20,1615.4307897071872,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-06-28,180,unknown,64,20,175.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-06-28,180,unknown,64,20,175.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-06-28,180,unknown,64,20,175.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-07-25,180,unknown,64,20,200.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-07-25,180,unknown,64,20,1615.4307897071872,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-07-25,180,unknown,64,20,200.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-07-31,180,unknown,111,30,166.0,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2000
CPU,2000-07-31,180,29,80,44,1133.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-08-14,180,unknown,88,25,250.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2000
CPU,2000-08-14,180,60,120,37,1100.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-08-24,180,unknown,120,51,1615.4307897071872,NEC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-08-24,180,45,120,51,162.0,NEC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2000
CPU,2000-08-25,180,31,106,28,1000.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2000
CPU,2000-08-25,180,30,106,28,1000.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-10-13,250,15,112,14,166.0,TSMC,3dfx,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-10-13,250,15,112,14,166.0,TSMC,3dfx,19033.0610625,5403.009359050446,1096.608262910798,2000
CPU,2000-10-17,180,66,120,37,1200.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2000
CPU,2000-10-31,180,66,120,37,1200.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2000
CPU,2000-10-31,180,63,120,37,1133.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2000
CPU,2000-10-31,180,54,120,37,1000.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-11-11,180,2,64,20,143.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-11-11,180,2,64,20,143.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2000
CPU,2000-11-20,180,58,217,42,1500.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2000
CPU,2000-11-20,180,55,217,42,1400.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2000
GPU,2000-12-05,180,unknown,88,25,200.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2000
CPU,2001-01-01,130,62,101,63,2200.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-01-01,130,25,144,69,1600.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-01-01,130,25,144,69,1600.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-01-01,130,62,101,63,1833.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-01-01,130,62,101,63,1750.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-01-01,130,62,101,63,1667.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-01-01,130,62,101,63,1583.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-01-01,130,62,101,63,1500.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-01-01,130,63,80,37,1800.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-01-01,130,62,80,37,1733.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-01-01,130,53,80,37,1600.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-01-01,130,51,80,37,1533.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-01-01,90,67,83,69,2200.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-01-01,130,25,144,69,1800.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-01-01,90,51,84,69,2000.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-01-01,90,67,84,69,2400.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-01-01,130,89,193,105,2200.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-01-01,90,59,84,69,2200.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-01-01,90,51,84,69,2000.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-01-01,130,50,80,37,1467.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-01-01,130,50,80,37,1467.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-01-01,130,49,80,37,1400.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-01-01,90,89,156,154,2000.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-01-01,90,89,199,233,2400.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-01-01,90,67,115,105,2200.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-01-01,130,62,101,63,2000.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-01-01,130,25,144,69,1800.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-01-01,130,89,193,105,2400.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-01-01,90,84,109,125,3060.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-01-01,130,110,146,55,2000.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-01-03,180,52,217,42,1300.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-02-06,180,2,64,20,125.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-02-06,180,2,64,20,143.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-02-19,180,23,115,30,183.0,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-02-19,180,23,80,30,133.0,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-02-19,180,unknown,80,30,1615.4307897071872,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-02-19,180,23,80,30,183.0,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-02-19,180,23,115,30,183.0,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-02-27,150,unknown,128,57,1615.4307897071872,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-02-27,150,unknown,128,57,200.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-03-03,180,unknown,64,20,175.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-03-03,180,unknown,64,20,175.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-03-03,180,unknown,64,20,200.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-03-03,180,unknown,64,20,200.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-03-03,180,unknown,64,20,175.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-03-14,180,unknown,100,unknown,150.0,IBM,ATI,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-03-21,180,36,375,140,900.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-03-21,180,68,120,37,1300.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-03-21,180,36,375,140,900.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-03-21,180,70,120,37,1333.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-03-22,180,unknown,88,25,200.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-04-18,180,unknown,188,54,1615.4307897071872,Sony,Sony,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-04-18,180,79,188,54,147.0,Sony,Sony,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-04-23,180,64,217,42,1700.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-05-01,180,unknown,115,30,148.0,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-05-14,150,unknown,128,57,200.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-06-01,180,29,80,44,1133.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-06-01,130,30,80,44,1000.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-06-01,180,29,80,44,1000.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-06-01,180,27,80,44,933.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-06-01,130,29,80,44,1133.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-06-01,180,38,80,44,866.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-06-01,180,38,80,44,800.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-06-04,180,unknown,65,20,175.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-06-04,180,unknown,65,20,1615.4307897071872,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-06-04,180,unknown,65,20,175.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-06-06,180,72,120,37,1400.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-06-06,180,72,120,37,1400.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-07-01,130,30,80,44,1200.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-07-01,130,30,80,44,1266.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-07-01,130,30,80,44,1000.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-07-01,130,29,80,44,1133.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-07-02,180,61,217,42,1600.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-07-02,180,69,217,42,1800.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-07-02,180,67,217,42,1800.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-08-14,150,unknown,120,60,300.0,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-08-14,150,unknown,120,60,250.0,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-08-14,150,23,83,60,290.0,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-08-14,150,unknown,83,60,1615.4307897071872,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-08-14,150,23,83,60,250.0,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-08-14,180,unknown,115,30,183.0,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-08-14,150,23,120,60,275.0,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-08-14,180,unknown,115,30,187.0,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-08-14,150,unknown,120,60,1615.4307897071872,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-08-14,180,unknown,115,30,166.0,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-08-14,180,unknown,64,20,143.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-08-27,180,72,217,42,2000.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-08-27,180,55,217,42,1400.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-08-27,180,69,217,42,1900.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-08-27,180,58,217,42,1500.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-08-27,180,67,217,42,1800.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-08-27,180,69,217,42,1900.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-08-27,180,72,217,42,2000.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-08-27,180,61,217,42,1600.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-08-27,180,64,217,42,1700.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-08-30,150,unknown,120,60,230.0,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-09-11,130,8,56,16,800.0,TSMC,VIA,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-09-11,130,9,56,16,866.0,TSMC,VIA,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-09-29,150,27,68,60,280.0,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-09-29,150,unknown,68,60,1615.4307897071872,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-10-01,150,unknown,128,57,240.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-10-01,180,unknown,88,25,250.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-10-01,150,unknown,128,57,175.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-10-09,180,63,150,37,1400.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-10-09,180,60,150,63,1333.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-10-09,180,64,150,37,1467.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-10-09,180,66,150,37,1533.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-11-05,180,68,150,37,1600.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-11-14,150,unknown,120,60,275.0,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-11-15,150,unknown,142,57,233.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-11-15,150,unknown,142,57,1615.4307897071872,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-11-26,180,unknown,unknown,10,1615.4307897071872,UMC,Matrox,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-11-26,180,unknown,unknown,10,125.0,UMC,Matrox,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-11-26,180,unknown,unknown,10,125.0,UMC,Matrox,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-12-01,130,31,80,44,1400.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-12-01,150,27,68,60,230.0,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-12-01,150,27,68,60,230.0,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2001
GPU,2001-12-01,150,27,68,60,280.0,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2001-12-01,130,30,80,44,1333.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2001
CPU,2002-01-07,130,110,146,55,2261.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2002
CPU,2002-01-07,130,92,146,55,2200.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2002
CPU,2002-01-07,130,92,146,125,2000.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2002
CPU,2002-01-07,180,70,150,37,1667.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2002
CPU,2002-01-08,130,32,80,44,1400.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2002
GPU,2002-02-04,150,23,120,60,250.0,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2002
GPU,2002-02-06,150,unknown,142,63,275.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2002
GPU,2002-02-06,150,unknown,142,63,250.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2002
GPU,2002-02-06,150,unknown,142,63,300.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2002
GPU,2002-02-06,150,unknown,142,63,250.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2002
GPU,2002-02-06,150,unknown,65,29,275.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2002
GPU,2002-02-06,150,unknown,142,63,1615.4307897071872,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2002
GPU,2002-02-06,150,unknown,65,29,200.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2002
GPU,2002-02-06,150,unknown,65,29,1615.4307897071872,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2002
GPU,2002-02-06,150,unknown,65,29,200.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2002
GPU,2002-02-06,150,unknown,65,29,220.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2002
GPU,2002-02-06,150,unknown,65,29,1615.4307897071872,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2002
GPU,2002-02-06,150,unknown,142,63,250.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2002
GPU,2002-02-06,150,unknown,65,29,250.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2002
GPU,2002-02-06,150,unknown,142,63,1615.4307897071872,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2002
GPU,2002-02-06,150,unknown,65,29,275.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2002
GPU,2002-02-06,150,unknown,65,29,250.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2002
GPU,2002-02-06,150,unknown,65,29,250.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2002
GPU,2002-02-06,150,unknown,65,29,250.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2002
GPU,2002-02-06,150,unknown,65,29,300.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2002
GPU,2002-02-06,150,unknown,142,63,250.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2002
GPU,2002-02-06,150,unknown,65,29,250.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2002
GPU,2002-02-19,150,unknown,65,29,250.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2002
GPU,2002-02-19,150,unknown,65,29,270.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2002
GPU,2002-02-19,150,unknown,142,63,275.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2002
GPU,2002-02-19,150,unknown,142,63,275.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2002
GPU,2002-02-19,150,unknown,142,63,300.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2002
CPU,2002-02-25,130,89,217,55,2000.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2002
GPU,2002-03-01,150,unknown,65,29,300.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2002
GPU,2002-03-01,150,unknown,65,29,200.0,TSMC,NVIDIA,19033.0610625,5403.009359050446,1096.608262910798,2002
CPU,2002-03-04,130,30,131,55,1700.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2002
CPU,2002-03-04,130,30,131,55,1600.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2002
CPU,2002-03-13,180,72,150,37,1733.0,TSMC,AMD,19033.0610625,5403.009359050446,1096.608262910798,2002
CPU,2002-04-02,130,110,146,55,2400.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2002
GPU,2002-04-16,150,23,83,60,260.0,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2002
GPU,2002-04-16,150,unknown,83,60,260.0,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2002
GPU,2002-04-16,150,unknown,83,60,260.0,TSMC,ATI,19033.0610625,5403.009359050446,1096.608262910798,2002
CPU,2002-04-23,130,26,131,55,1500.0,Intel,Intel,19033.0610625,5403.009359050446,1096.608262910798,2002
