type,release_date,process_size_(nm),tdp_(w),die_size_(mm^2),transistors_(million),freq_(ghz),foundry,vendor,fp16_gflops,fp32_gflops,fp64_gflops,year,transistor_density
0,579,32.0,35.0,81.0,382.0,2667.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2010.0,4.716049324493218
0,579,32.0,35.0,81.0,382.0,2800.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2010.0,4.716049324493218
0,579,32.0,35.0,81.0,382.0,2534.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2010.0,4.716049324493218
0,579,32.0,35.0,81.0,382.0,2800.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2010.0,4.716049324493218
0,580,45.0,95.0,258.0,758.0,2800.0,1,1,19033.0610625,5403.009359050446,1096.608262910798,2010.0,2.937984484736494
0,580,45.0,125.0,346.0,904.0,3500.0,1,1,19033.0610625,5403.009359050446,1096.608262910798,2010.0,2.612716755454576
1,581,40.0,49.0,116.0,585.0,700.0,8,5,19033.0610625,268.8,22.4,2010.0,5.043103404800833
1,581,40.0,106.0,238.0,1170.0,790.0,8,5,19033.0610625,455.0,37.92,2010.0,4.915966365899301
1,581,40.0,65.0,238.0,1170.0,810.0,8,5,19033.0610625,466.6,38.88,2010.0,4.915966365899301
1,581,40.0,49.0,116.0,585.0,700.0,8,5,19033.0610625,268.8,22.4,2010.0,5.043103404800833
1,581,40.0,49.0,116.0,585.0,700.0,8,5,19033.0610625,268.8,22.4,2010.0,5.043103404800833
1,581,40.0,150.0,332.0,1950.0,650.0,8,5,19033.0610625,873.6,72.8,2010.0,5.873493958212368
1,582,40.0,65.0,166.0,1040.0,850.0,8,2,19033.0610625,1360.0,1096.608262910798,2010.0,6.265060203222529
1,583,40.0,65.0,67.0,370.0,1615.4307897071872,8,1,19033.0610625,5403.009359050446,1096.608262910798,2010.0,5.522387977277791
1,583,40.0,20.0,67.0,370.0,750.0,8,1,19033.0610625,240.0,1096.608262910798,2010.0,5.522387977277791
1,584,40.0,151.0,255.0,1700.0,900.0,8,1,19033.0610625,2016.0,1096.608262910798,2010.0,6.666666640522876
1,584,40.0,127.0,255.0,1700.0,775.0,8,1,19033.0610625,1488.0,1096.608262910798,2010.0,6.666666640522876
1,584,40.0,65.0,255.0,1700.0,1615.4307897071872,8,1,19033.0610625,5403.009359050446,1096.608262910798,2010.0,6.666666640522876
0,585,32.0,35.0,81.0,382.0,2534.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2010.0,4.716049324493218
1,586,40.0,142.0,529.0,3100.0,475.0,8,5,19033.0610625,486.4,243.2,2010.0,5.860113410472375
1,587,40.0,244.0,520.0,3000.0,772.0,8,5,19033.0610625,1581.0,197.6,2010.0,5.769230758136095
1,587,40.0,18.0,75.0,450.0,488.0,8,1,19033.0610625,78.08,1096.608262910798,2010.0,5.999999920000001
1,587,40.0,65.0,520.0,3000.0,1615.4307897071872,8,5,19033.0610625,5403.009359050446,1096.608262910798,2010.0,5.769230758136095
1,587,40.0,65.0,75.0,450.0,1615.4307897071872,8,1,19033.0610625,5403.009359050446,1096.608262910798,2010.0,5.999999920000001
1,587,40.0,9.0,75.0,450.0,500.0,8,1,19033.0610625,80.0,1096.608262910798,2010.0,5.999999920000001
1,587,40.0,18.0,75.0,450.0,276.0,8,1,19033.0610625,44.16,1096.608262910798,2010.0,5.999999920000001
1,588,40.0,150.0,332.0,1950.0,650.0,8,5,19033.0610625,748.8,62.4,2010.0,5.873493958212368
1,588,40.0,150.0,332.0,1950.0,650.0,8,5,19033.0610625,748.8,62.4,2010.0,5.873493958212368
1,588,40.0,65.0,332.0,1950.0,1615.4307897071872,8,5,19033.0610625,5403.009359050446,1096.608262910798,2010.0,5.873493958212368
0,589,45.0,3.0,26.0,47.0,600.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2010.0,1.807692238165683
0,589,45.0,3.0,26.0,47.0,600.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2010.0,1.807692238165683
0,589,45.0,4.0,26.0,47.0,1000.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2010.0,1.807692238165683
0,589,45.0,4.0,26.0,47.0,1000.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2010.0,1.807692238165683
0,589,45.0,4.0,26.0,47.0,1300.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2010.0,1.807692238165683
0,589,45.0,7.0,26.0,47.0,1300.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2010.0,1.807692238165683
1,590,40.0,7.0,59.0,292.0,500.0,8,1,19033.0610625,80.0,1096.608262910798,2010.0,4.949152458488942
1,590,40.0,65.0,59.0,292.0,1615.4307897071872,8,1,19033.0610625,5403.009359050446,1096.608262910798,2010.0,4.949152458488942
1,590,40.0,7.0,59.0,292.0,500.0,8,1,19033.0610625,80.0,1096.608262910798,2010.0,4.949152458488942
1,590,40.0,11.0,59.0,292.0,750.0,8,1,19033.0610625,120.0,1096.608262910798,2010.0,4.949152458488942
1,590,40.0,26.0,104.0,627.0,450.0,8,1,19033.0610625,360.0,1096.608262910798,2010.0,6.02884609587648
1,590,40.0,26.0,334.0,2154.0,650.0,8,1,19033.0610625,520.0,1096.608262910798,2010.0,6.449101777098497
1,590,40.0,65.0,334.0,2154.0,1615.4307897071872,8,1,19033.0610625,5403.009359050446,1096.608262910798,2010.0,6.449101777098497
1,590,40.0,26.0,104.0,627.0,600.0,8,1,19033.0610625,480.0,1096.608262910798,2010.0,6.02884609587648
1,590,40.0,30.0,104.0,627.0,650.0,8,1,19033.0610625,520.0,1096.608262910798,2010.0,6.02884609587648
0,591,45.0,65.0,82.0,228.0,3200.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2010.0,2.7804877709696614
0,592,45.0,80.0,258.0,758.0,3400.0,1,1,19033.0610625,5403.009359050446,1096.608262910798,2010.0,2.937984484736494
0,592,45.0,45.0,117.0,234.0,2900.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2010.0,1.9999999829059831
0,592,45.0,125.0,346.0,904.0,3300.0,1,1,19033.0610625,5403.009359050446,1096.608262910798,2010.0,2.612716755454576
1,592,40.0,219.0,520.0,3000.0,732.0,8,5,19033.0610625,1405.0,175.7,2010.0,5.769230758136095
0,592,45.0,125.0,346.0,904.0,2900.0,1,1,19033.0610625,5403.009359050446,1096.608262910798,2010.0,2.612716755454576
1,592,40.0,219.0,520.0,3000.0,732.0,8,5,19033.0610625,1405.0,175.7,2010.0,5.769230758136095
0,592,45.0,95.0,169.0,300.0,3300.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2010.0,1.775147918490249
1,593,40.0,204.0,529.0,3100.0,574.0,8,5,19033.0610625,1028.0,513.9,2010.0,5.860113410472375
1,594,40.0,40.0,116.0,585.0,640.0,8,5,19033.0610625,245.8,20.48,2010.0,5.043103404800833
1,595,40.0,250.0,389.0,2640.0,880.0,8,1,19033.0610625,2703.0,675.8,2010.0,6.786632373299145
1,595,40.0,200.0,389.0,2640.0,800.0,8,1,19033.0610625,2253.0,563.2,2010.0,6.786632373299145
1,595,40.0,65.0,389.0,2640.0,1615.4307897071872,8,1,19033.0610625,5403.009359050446,1096.608262910798,2010.0,6.786632373299145
1,596,40.0,62.0,238.0,1170.0,625.0,8,5,19033.0610625,480.0,40.0,2010.0,4.915966365899301
1,597,40.0,65.0,118.0,716.0,1615.4307897071872,8,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,6.067796558747487
1,597,40.0,65.0,166.0,1040.0,1615.4307897071872,8,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,6.265060203222529
1,597,40.0,65.0,212.0,1700.0,1615.4307897071872,8,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,8.018867886703454
1,598,40.0,65.0,79.0,292.0,1615.4307897071872,8,5,19033.0610625,5403.009359050446,1096.608262910798,2011.0,3.6962024848581967
1,598,40.0,65.0,79.0,292.0,1615.4307897071872,8,5,19033.0610625,5403.009359050446,1096.608262910798,2011.0,3.6962024848581967
1,599,40.0,65.0,59.0,292.0,1615.4307897071872,8,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,4.949152458488942
1,600,32.0,65.0,131.0,504.0,1615.4307897071872,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,3.8473282149058914
1,601,40.0,65.0,59.0,292.0,1615.4307897071872,8,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,4.949152458488942
1,601,40.0,65.0,67.0,370.0,1615.4307897071872,8,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,5.522387977277791
1,601,40.0,65.0,118.0,716.0,1615.4307897071872,8,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,6.067796558747487
1,601,40.0,65.0,118.0,716.0,1615.4307897071872,8,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,6.067796558747487
1,602,40.0,116.0,238.0,1170.0,900.0,8,5,19033.0610625,691.2,57.6,2011.0,4.915966365899301
1,602,40.0,65.0,238.0,1170.0,1615.4307897071872,8,5,19033.0610625,5403.009359050446,1096.608262910798,2011.0,4.915966365899301
1,603,40.0,19.0,59.0,292.0,650.0,8,2,19033.0610625,104.0,1096.608262910798,2011.0,4.949152458488942
1,604,40.0,365.0,520.0,3000.0,608.0,8,5,19033.0610625,1244.0,155.5,2011.0,5.769230758136095
1,604,40.0,35.0,238.0,1170.0,590.0,8,5,19033.0610625,339.8,28.32,2011.0,4.915966365899301
1,605,40.0,210.0,520.0,3000.0,732.0,8,5,19033.0610625,1031.0,128.8,2011.0,5.769230758136095
1,606,40.0,150.0,255.0,1700.0,840.0,8,1,19033.0610625,1344.0,1096.608262910798,2011.0,6.666666640522876
1,607,40.0,32.0,100.0,486.0,450.0,8,5,19033.0610625,108.0,1096.608262910798,2011.0,4.859999951400001
1,608,40.0,25.0,67.0,370.0,600.0,8,1,19033.0610625,192.0,1096.608262910798,2011.0,5.522387977277791
1,608,40.0,25.0,59.0,292.0,650.0,8,1,19033.0610625,104.0,1096.608262910798,2011.0,4.949152458488942
1,608,40.0,25.0,67.0,370.0,625.0,8,1,19033.0610625,200.0,1096.608262910798,2011.0,5.522387977277791
1,608,40.0,18.0,67.0,370.0,625.0,8,1,19033.0610625,200.0,1096.608262910798,2011.0,5.522387977277791
1,609,40.0,75.0,212.0,1700.0,680.0,8,1,19033.0610625,1306.0,1096.608262910798,2011.0,8.018867886703454
1,610,40.0,29.0,79.0,292.0,810.0,8,5,19033.0610625,155.5,12.96,2011.0,3.6962024848581967
1,610,40.0,29.0,79.0,292.0,810.0,8,5,19033.0610625,155.5,12.96,2011.0,3.6962024848581967
1,610,40.0,29.0,79.0,292.0,810.0,8,5,19033.0610625,155.5,12.96,2011.0,3.6962024848581967
1,611,40.0,35.0,118.0,716.0,598.0,8,1,19033.0610625,574.1,1096.608262910798,2011.0,6.067796558747487
1,612,40.0,45.0,118.0,716.0,600.0,8,1,19033.0610625,576.0,1096.608262910798,2011.0,6.067796558747487
1,612,40.0,66.0,118.0,716.0,800.0,8,1,19033.0610625,768.0,1096.608262910798,2011.0,6.067796558747487
1,612,40.0,65.0,118.0,716.0,1615.4307897071872,8,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,6.067796558747487
1,612,40.0,60.0,118.0,716.0,650.0,8,1,19033.0610625,624.0,1096.608262910798,2011.0,6.067796558747487
1,612,40.0,45.0,118.0,716.0,600.0,8,1,19033.0610625,576.0,1096.608262910798,2011.0,6.067796558747487
1,613,40.0,30.0,118.0,716.0,600.0,8,1,19033.0610625,576.0,1096.608262910798,2011.0,6.067796558747487
1,614,40.0,33.0,144.0,727.0,506.0,8,5,19033.0610625,97.15,1096.608262910798,2011.0,5.048611076051312
1,615,32.0,65.0,131.0,504.0,350.0,3,3,19033.0610625,76.8,1096.608262910798,2011.0,3.8473282149058914
1,616,40.0,45.0,118.0,716.0,600.0,8,1,19033.0610625,576.0,1096.608262910798,2011.0,6.067796558747487
1,616,40.0,45.0,118.0,716.0,600.0,8,1,19033.0610625,576.0,1096.608262910798,2011.0,6.067796558747487
1,616,40.0,65.0,67.0,370.0,750.0,8,1,19033.0610625,240.0,1096.608262910798,2011.0,5.522387977277791
1,617,40.0,39.0,104.0,627.0,650.0,8,1,19033.0610625,520.0,1096.608262910798,2011.0,6.02884609587648
1,617,40.0,39.0,104.0,627.0,650.0,8,1,19033.0610625,520.0,1096.608262910798,2011.0,6.02884609587648
1,617,40.0,150.0,332.0,1950.0,736.0,8,5,19033.0610625,847.9,70.66,2011.0,5.873493958212368
1,617,40.0,105.0,238.0,1170.0,871.0,8,5,19033.0610625,501.4,41.78,2011.0,4.915966365899301
1,617,40.0,70.0,238.0,1170.0,720.0,8,5,19033.0610625,414.7,34.56,2011.0,4.915966365899301
1,617,40.0,50.0,116.0,585.0,700.0,8,5,19033.0610625,268.8,22.4,2011.0,5.043103404800833
1,617,40.0,39.0,118.0,716.0,650.0,8,1,19033.0610625,416.0,1096.608262910798,2011.0,6.067796558747487
1,617,40.0,65.0,104.0,627.0,1615.4307897071872,8,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,6.02884609587648
1,618,40.0,138.0,334.0,2154.0,700.0,8,2,19033.0610625,2016.0,403.2,2011.0,6.449101777098497
1,619,40.0,150.0,332.0,1950.0,810.0,8,5,19033.0610625,1089.0,90.72,2011.0,5.873493958212368
1,620,40.0,150.0,389.0,2640.0,725.0,8,1,19033.0610625,1856.0,464.0,2011.0,6.786632373299145
1,620,40.0,150.0,389.0,2640.0,725.0,8,1,19033.0610625,1856.0,464.0,2011.0,6.786632373299145
1,620,40.0,75.0,389.0,2640.0,600.0,8,1,19033.0610625,614.4,153.6,2011.0,6.786632373299145
1,621,40.0,20.0,79.0,292.0,900.0,8,5,19033.0610625,172.8,14.4,2011.0,3.6962024848581967
1,621,40.0,75.0,238.0,1170.0,775.0,8,5,19033.0610625,595.2,49.6,2011.0,4.915966365899301
0,622,32.0,65.0,131.0,504.0,3100.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,3.8473282149058914
1,623,40.0,244.0,520.0,3000.0,772.0,8,5,19033.0610625,1581.0,197.6,2011.0,5.769230758136095
1,624,40.0,142.0,529.0,3100.0,475.0,8,5,19033.0610625,486.4,243.2,2011.0,5.860113410472375
0,625,32.0,35.0,228.0,1178.0,1900.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,5.166666644005848
0,625,32.0,35.0,228.0,1178.0,1900.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,5.166666644005848
0,625,32.0,35.0,228.0,1178.0,2100.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,5.166666644005848
1,625,32.0,35.0,227.0,1178.0,593.0,8,1,19033.0610625,189.8,1096.608262910798,2011.0,5.189427289914417
1,625,32.0,65.0,227.0,1178.0,1615.4307897071872,8,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,5.189427289914417
1,625,32.0,35.0,227.0,1178.0,400.0,8,1,19033.0610625,128.0,1096.608262910798,2011.0,5.189427289914417
1,625,32.0,65.0,227.0,1178.0,1615.4307897071872,8,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,5.189427289914417
1,625,32.0,35.0,227.0,1178.0,444.0,8,1,19033.0610625,213.1,1096.608262910798,2011.0,5.189427289914417
0,625,32.0,35.0,228.0,1178.0,1400.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,5.166666644005848
0,625,32.0,45.0,228.0,1178.0,1600.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,5.166666644005848
0,625,32.0,35.0,228.0,1178.0,1500.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,5.166666644005848
0,625,32.0,45.0,228.0,1178.0,1800.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,5.166666644005848
0,625,32.0,45.0,228.0,1178.0,1900.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,5.166666644005848
1,626,40.0,35.0,116.0,585.0,753.0,8,5,19033.0610625,289.0,24.08,2011.0,5.043103404800833
0,627,32.0,17.0,131.0,504.0,1100.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,3.8473282149058914
0,627,32.0,17.0,131.0,504.0,1200.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,3.8473282149058914
0,627,32.0,35.0,131.0,504.0,2100.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,3.8473282149058914
0,627,32.0,35.0,131.0,504.0,2000.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,3.8473282149058914
0,627,32.0,35.0,131.0,504.0,1600.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,3.8473282149058914
0,627,32.0,35.0,131.0,504.0,1500.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,3.8473282149058914
1,628,32.0,65.0,227.0,1178.0,600.0,8,1,19033.0610625,480.0,1096.608262910798,2011.0,5.189427289914417
1,628,32.0,65.0,227.0,1178.0,444.0,8,1,19033.0610625,284.2,1096.608262910798,2011.0,5.189427289914417
1,628,32.0,65.0,227.0,1178.0,444.0,8,1,19033.0610625,142.1,1096.608262910798,2011.0,5.189427289914417
0,629,32.0,130.0,239.0,1170.0,3333.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,4.895397469056914
1,630,40.0,75.0,332.0,1950.0,575.0,8,5,19033.0610625,772.8,64.4,2011.0,5.873493958212368
1,630,40.0,100.0,332.0,1950.0,620.0,8,5,19033.0610625,952.3,79.36,2011.0,5.873493958212368
0,631,32.0,65.0,228.0,1178.0,2400.0,1,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,5.166666644005848
0,631,32.0,65.0,228.0,1178.0,2100.0,1,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,5.166666644005848
0,631,32.0,100.0,228.0,1178.0,2900.0,1,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,5.166666644005848
0,631,32.0,100.0,228.0,1178.0,2600.0,1,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,5.166666644005848
0,632,32.0,17.0,131.0,504.0,1300.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,3.8473282149058914
0,632,45.0,65.0,117.0,410.0,3400.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,3.504273474322449
0,632,32.0,17.0,131.0,504.0,1300.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,3.8473282149058914
0,632,32.0,35.0,131.0,504.0,1900.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,3.8473282149058914
0,632,32.0,17.0,131.0,504.0,1200.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,3.8473282149058914
0,632,45.0,95.0,346.0,904.0,2700.0,1,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,2.612716755454576
1,633,40.0,19.0,59.0,292.0,650.0,8,1,19033.0610625,104.0,1096.608262910798,2011.0,4.949152458488942
1,633,40.0,35.0,238.0,1170.0,590.0,8,5,19033.0610625,339.8,28.32,2011.0,4.915966365899301
1,634,40.0,39.0,104.0,627.0,550.0,8,1,19033.0610625,352.0,1096.608262910798,2011.0,6.02884609587648
1,634,40.0,39.0,104.0,627.0,550.0,8,1,19033.0610625,352.0,1096.608262910798,2011.0,6.02884609587648
1,635,40.0,300.0,255.0,1700.0,900.0,8,1,19033.0610625,2016.0,1096.608262910798,2011.0,6.666666640522876
1,636,40.0,100.0,166.0,1040.0,700.0,8,1,19033.0610625,1120.0,1096.608262910798,2011.0,6.265060203222529
1,636,40.0,100.0,212.0,1700.0,715.0,8,1,19033.0610625,1602.0,1096.608262910798,2011.0,8.018867886703454
1,637,40.0,225.0,529.0,3100.0,574.0,8,5,19033.0610625,1028.0,513.9,2011.0,5.860113410472375
1,637,40.0,238.0,529.0,3100.0,574.0,8,5,19033.0610625,1028.0,513.9,2011.0,5.860113410472375
1,637,40.0,225.0,520.0,3000.0,651.0,8,5,19033.0610625,1332.0,666.1,2011.0,5.769230758136095
1,637,40.0,225.0,529.0,3100.0,651.0,8,5,19033.0610625,1166.0,582.8,2011.0,5.860113410472375
1,637,40.0,231.0,529.0,3100.0,574.0,8,5,19033.0610625,1028.0,513.9,2011.0,5.860113410472375
1,637,40.0,600.0,520.0,3000.0,574.0,8,5,19033.0610625,1176.0,587.8,2011.0,5.769230758136095
1,637,40.0,225.0,520.0,3000.0,574.0,8,5,19033.0610625,1028.0,513.9,2011.0,5.769230758136095
1,637,40.0,250.0,520.0,3000.0,651.0,8,5,19033.0610625,1332.0,666.1,2011.0,5.769230758136095
1,637,40.0,225.0,529.0,3100.0,574.0,8,5,19033.0610625,1030.0,515.2,2011.0,5.860113410472375
1,637,40.0,225.0,529.0,3100.0,574.0,8,5,19033.0610625,1030.0,515.2,2011.0,5.860113410472375
1,637,40.0,247.0,520.0,3000.0,574.0,8,5,19033.0610625,1028.0,513.9,2011.0,5.769230758136095
1,637,40.0,250.0,520.0,3000.0,651.0,8,5,19033.0610625,1332.0,666.1,2011.0,5.769230758136095
1,637,40.0,238.0,529.0,3100.0,574.0,8,5,19033.0610625,1028.0,513.9,2011.0,5.860113410472375
1,637,40.0,900.0,529.0,3100.0,574.0,8,5,19033.0610625,1028.0,513.9,2011.0,5.860113410472375
0,638,45.0,45.0,117.0,234.0,2600.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,1.9999999829059831
1,639,40.0,18.0,75.0,450.0,508.0,8,1,19033.0610625,81.28,1096.608262910798,2011.0,5.999999920000001
0,640,32.0,65.0,228.0,1178.0,2100.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,5.166666644005848
0,640,32.0,100.0,228.0,1178.0,2600.0,1,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,5.166666644005848
0,641,40.0,18.0,75.0,950.0,1650.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,12.666666497777781
0,641,40.0,18.0,75.0,950.0,1300.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,12.666666497777781
0,641,40.0,9.0,75.0,950.0,1000.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,12.666666497777781
1,642,40.0,75.0,212.0,1700.0,680.0,8,1,19033.0610625,1306.0,1096.608262910798,2011.0,8.018867886703454
0,643,32.0,35.0,149.0,624.0,2300.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,4.187919434980406
0,643,32.0,35.0,149.0,624.0,2200.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,4.187919434980406
0,643,32.0,35.0,149.0,624.0,2400.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,4.187919434980406
0,643,32.0,35.0,149.0,624.0,2400.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,4.187919434980406
0,643,32.0,35.0,149.0,624.0,2100.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,4.187919434980406
0,644,32.0,65.0,131.0,504.0,3000.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,3.8473282149058914
0,644,32.0,35.0,131.0,504.0,1600.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,3.8473282149058914
0,644,32.0,35.0,131.0,504.0,2200.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,3.8473282149058914
0,644,32.0,35.0,131.0,504.0,2000.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,3.8473282149058914
0,644,32.0,55.0,216.0,1160.0,2700.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,5.370370345507545
0,644,32.0,45.0,216.0,1160.0,2500.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,5.370370345507545
0,644,32.0,65.0,131.0,504.0,2700.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,3.8473282149058914
0,644,32.0,45.0,216.0,1160.0,2500.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,5.370370345507545
0,644,32.0,45.0,216.0,1160.0,2400.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,5.370370345507545
0,644,32.0,65.0,131.0,504.0,2400.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,3.8473282149058914
0,644,32.0,95.0,216.0,1160.0,3000.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,5.370370345507545
0,644,32.0,65.0,131.0,504.0,3400.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,3.8473282149058914
0,644,32.0,65.0,131.0,504.0,3300.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,3.8473282149058914
0,644,32.0,35.0,131.0,504.0,2600.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,3.8473282149058914
0,644,32.0,35.0,131.0,504.0,2100.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,3.8473282149058914
0,644,32.0,65.0,131.0,504.0,2700.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,3.8473282149058914
0,644,32.0,65.0,131.0,504.0,2500.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,3.8473282149058914
0,644,32.0,35.0,131.0,504.0,2300.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,3.8473282149058914
0,644,32.0,45.0,216.0,1160.0,2400.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,5.370370345507545
0,645,32.0,65.0,228.0,1178.0,2700.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,5.166666644005848
0,645,32.0,65.0,228.0,1178.0,2500.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,5.166666644005848
0,645,32.0,65.0,228.0,1178.0,2400.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2011.0,5.166666644005848
1,646,40.0,254.0,255.0,1700.0,800.0,8,1,19033.0610625,1536.0,1096.608262910798,2011.0,6.666666640522876
1,647,40.0,160.0,332.0,1950.0,779.0,8,5,19033.0610625,1046.0,87.19,2011.0,5.873493958212368
1,647,40.0,160.0,332.0,1950.0,779.0,8,5,19033.0610625,1046.0,87.19,2011.0,5.873493958212368
1,648,40.0,25.0,79.0,292.0,523.0,8,5,19033.0610625,100.4,8.368,2011.0,3.6962024848581967
0,649,32.0,35.0,149.0,624.0,2400.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,4.187919434980406
0,649,32.0,35.0,149.0,624.0,2300.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,4.187919434980406
0,649,32.0,17.0,149.0,624.0,1400.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,4.187919434980406
0,649,32.0,35.0,149.0,624.0,2400.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,4.187919434980406
0,650,32.0,17.0,131.0,504.0,1300.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,3.8473282149058914
0,650,32.0,35.0,131.0,504.0,2200.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,3.8473282149058914
1,651,40.0,62.0,238.0,1170.0,625.0,8,5,19033.0610625,480.0,40.0,2011.0,4.915966365899301
1,652,40.0,39.0,118.0,716.0,650.0,8,2,19033.0610625,416.0,1096.608262910798,2011.0,6.067796558747487
1,652,40.0,65.0,118.0,716.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2011.0,6.067796558747487
0,653,32.0,45.0,216.0,1160.0,2200.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2011.0,5.370370345507545
