type,release_date,process_size_(nm),tdp_(w),die_size_(mm^2),transistors_(million),freq_(ghz),foundry,vendor,fp16_gflops,fp32_gflops,fp64_gflops,year,transistor_density
1,0,250.0,65.0,63.0,15.0,1615.4307897071872,8,5,19033.0610625,5403.009359050446,1096.608262910798,1999.0,0.23809523431594867
0,1,180.0,25.0,106.0,28.0,800.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.2641509409042364
0,1,180.0,25.0,106.0,28.0,800.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.2641509409042364
1,2,250.0,65.0,63.0,15.0,105.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.23809523431594867
1,3,250.0,65.0,279.0,54.0,1615.4307897071872,7,6,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.19354838640305239
1,3,250.0,79.0,279.0,54.0,147.0,7,6,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.19354838640305239
1,4,180.0,23.0,115.0,30.0,166.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.26086956294896035
1,4,180.0,23.0,111.0,30.0,166.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.270270267835403
1,4,180.0,23.0,111.0,30.0,166.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.270270267835403
1,4,180.0,65.0,115.0,30.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.26086956294896035
1,4,180.0,65.0,111.0,30.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.270270267835403
0,5,180.0,25.0,106.0,28.0,866.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.2641509409042364
0,5,180.0,25.0,106.0,28.0,866.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.2641509409042364
1,6,180.0,65.0,88.0,25.0,200.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.2840909058626033
1,6,180.0,65.0,88.0,25.0,1615.4307897071872,8,5,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.2840909058626033
1,6,180.0,65.0,88.0,25.0,200.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.2840909058626033
0,7,180.0,30.0,375.0,140.0,700.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.37333333233777777
0,7,180.0,30.0,375.0,140.0,700.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.37333333233777777
0,7,180.0,29.0,375.0,140.0,700.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.37333333233777777
0,7,180.0,30.0,375.0,140.0,700.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.37333333233777777
0,8,180.0,29.0,106.0,28.0,933.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.2641509409042364
0,8,180.0,30.0,106.0,28.0,933.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.2641509409042364
1,9,180.0,65.0,115.0,30.0,148.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.26086956294896035
1,9,180.0,23.0,115.0,30.0,166.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.26086956294896035
1,9,180.0,23.0,115.0,30.0,166.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.26086956294896035
1,9,180.0,23.0,111.0,30.0,143.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.270270267835403
1,9,180.0,65.0,100.0,950.0,120.0,2,2,19033.0610625,5403.009359050446,1096.608262910798,2000.0,9.499999905000001
1,9,180.0,65.0,100.0,950.0,120.0,2,2,19033.0610625,5403.009359050446,1096.608262910798,2000.0,9.499999905000001
1,9,180.0,65.0,156.0,950.0,1615.4307897071872,2,2,19033.0610625,5403.009359050446,1096.608262910798,2000.0,6.089743550706772
0,10,180.0,45.0,120.0,37.0,800.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.3083333307638889
0,10,180.0,38.0,120.0,37.0,600.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.3083333307638889
0,10,180.0,38.0,120.0,37.0,650.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.3083333307638889
0,10,180.0,40.0,120.0,37.0,700.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.3083333307638889
0,10,180.0,52.0,120.0,37.0,950.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.3083333307638889
0,10,180.0,50.0,120.0,37.0,900.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.3083333307638889
0,10,180.0,47.0,120.0,37.0,850.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.3083333307638889
0,10,180.0,43.0,120.0,37.0,750.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.3083333307638889
0,10,180.0,54.0,120.0,37.0,1000.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.3083333307638889
1,11,250.0,30.0,112.0,14.0,166.0,8,0,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.12499999888392858
1,11,250.0,30.0,112.0,14.0,166.0,8,0,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.12499999888392858
1,11,250.0,65.0,112.0,14.0,1615.4307897071872,8,0,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.12499999888392858
1,12,180.0,65.0,64.0,20.0,175.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.31249999511718757
1,12,180.0,65.0,64.0,20.0,1615.4307897071872,8,5,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.31249999511718757
1,12,180.0,65.0,64.0,20.0,175.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.31249999511718757
1,12,180.0,65.0,64.0,20.0,175.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.31249999511718757
1,12,180.0,65.0,64.0,20.0,175.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.31249999511718757
1,13,180.0,65.0,64.0,20.0,200.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.31249999511718757
1,13,180.0,65.0,64.0,20.0,1615.4307897071872,8,5,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.31249999511718757
1,13,180.0,65.0,64.0,20.0,200.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.31249999511718757
1,14,180.0,65.0,111.0,30.0,166.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.270270267835403
0,14,180.0,29.0,80.0,44.0,1133.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.5499999931250001
1,15,180.0,65.0,88.0,25.0,250.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.2840909058626033
0,15,180.0,60.0,120.0,37.0,1100.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.3083333307638889
1,16,180.0,65.0,120.0,51.0,1615.4307897071872,4,2,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.42499999645833336
1,16,180.0,45.0,120.0,51.0,162.0,4,2,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.42499999645833336
0,17,180.0,31.0,106.0,28.0,1000.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.2641509409042364
0,17,180.0,30.0,106.0,28.0,1000.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.2641509409042364
1,18,250.0,15.0,112.0,14.0,166.0,8,0,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.12499999888392858
1,18,250.0,15.0,112.0,14.0,166.0,8,0,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.12499999888392858
0,19,180.0,66.0,120.0,37.0,1200.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.3083333307638889
0,20,180.0,66.0,120.0,37.0,1200.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.3083333307638889
0,20,180.0,63.0,120.0,37.0,1133.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.3083333307638889
0,20,180.0,54.0,120.0,37.0,1000.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.3083333307638889
1,21,180.0,2.0,64.0,20.0,143.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.31249999511718757
1,21,180.0,2.0,64.0,20.0,143.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.31249999511718757
0,22,180.0,58.0,217.0,42.0,1500.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.19354838620484616
0,22,180.0,55.0,217.0,42.0,1400.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.19354838620484616
1,23,180.0,65.0,88.0,25.0,200.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2000.0,0.2840909058626033
0,24,130.0,62.0,101.0,63.0,2200.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.6237623700617587
0,24,130.0,25.0,144.0,69.0,1600.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.4791666633391204
0,24,130.0,25.0,144.0,69.0,1600.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.4791666633391204
0,24,130.0,62.0,101.0,63.0,1833.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.6237623700617587
0,24,130.0,62.0,101.0,63.0,1750.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.6237623700617587
0,24,130.0,62.0,101.0,63.0,1667.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.6237623700617587
0,24,130.0,62.0,101.0,63.0,1583.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.6237623700617587
0,24,130.0,62.0,101.0,63.0,1500.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.6237623700617587
0,24,130.0,63.0,80.0,37.0,1800.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.4624999942187501
0,24,130.0,62.0,80.0,37.0,1733.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.4624999942187501
0,24,130.0,53.0,80.0,37.0,1600.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.4624999942187501
0,24,130.0,51.0,80.0,37.0,1533.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.4624999942187501
0,24,90.0,67.0,83.0,69.0,2200.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.8313252911888519
0,24,130.0,25.0,144.0,69.0,1800.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.4791666633391204
0,24,90.0,51.0,84.0,69.0,2000.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.82142856164966
0,24,90.0,67.0,84.0,69.0,2400.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.82142856164966
0,24,130.0,89.0,193.0,105.0,2200.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.5440414479583344
0,24,90.0,59.0,84.0,69.0,2200.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.82142856164966
0,24,90.0,51.0,84.0,69.0,2000.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.82142856164966
0,24,130.0,50.0,80.0,37.0,1467.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.4624999942187501
0,24,130.0,50.0,80.0,37.0,1467.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.4624999942187501
0,24,130.0,49.0,80.0,37.0,1400.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.4624999942187501
0,24,90.0,89.0,156.0,154.0,2000.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.9871794808514136
0,24,90.0,89.0,199.0,233.0,2400.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,1.1708542654730942
0,24,90.0,67.0,115.0,105.0,2200.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.9130434703213611
0,24,130.0,62.0,101.0,63.0,2000.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.6237623700617587
0,24,130.0,25.0,144.0,69.0,1800.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.4791666633391204
0,24,130.0,89.0,193.0,105.0,2400.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.5440414479583344
0,24,90.0,84.0,109.0,125.0,3060.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2001.0,1.1467889803046882
0,24,130.0,110.0,146.0,55.0,2000.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.37671232618690187
0,25,180.0,52.0,217.0,42.0,1300.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.19354838620484616
1,26,180.0,2.0,64.0,20.0,125.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.31249999511718757
1,26,180.0,2.0,64.0,20.0,143.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.31249999511718757
1,27,180.0,23.0,115.0,30.0,183.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.26086956294896035
1,27,180.0,23.0,80.0,30.0,133.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.37499999531250006
1,27,180.0,65.0,80.0,30.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.37499999531250006
1,27,180.0,23.0,80.0,30.0,183.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.37499999531250006
1,27,180.0,23.0,115.0,30.0,183.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.26086956294896035
1,28,150.0,65.0,128.0,57.0,1615.4307897071872,8,5,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.44531249652099614
1,28,150.0,65.0,128.0,57.0,200.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.44531249652099614
1,29,180.0,65.0,64.0,20.0,175.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.31249999511718757
1,29,180.0,65.0,64.0,20.0,175.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.31249999511718757
1,29,180.0,65.0,64.0,20.0,200.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.31249999511718757
1,29,180.0,65.0,64.0,20.0,200.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.31249999511718757
1,29,180.0,65.0,64.0,20.0,175.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.31249999511718757
1,30,180.0,65.0,100.0,950.0,150.0,2,2,19033.0610625,5403.009359050446,1096.608262910798,2001.0,9.499999905000001
0,31,180.0,36.0,375.0,140.0,900.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.37333333233777777
0,31,180.0,68.0,120.0,37.0,1300.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.3083333307638889
0,31,180.0,36.0,375.0,140.0,900.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.37333333233777777
0,31,180.0,70.0,120.0,37.0,1333.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.3083333307638889
1,32,180.0,65.0,88.0,25.0,200.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.2840909058626033
1,33,180.0,65.0,188.0,54.0,1615.4307897071872,7,6,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.28723404102535083
1,33,180.0,79.0,188.0,54.0,147.0,7,6,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.28723404102535083
0,34,180.0,64.0,217.0,42.0,1700.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.19354838620484616
1,35,180.0,65.0,115.0,30.0,148.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.26086956294896035
1,36,150.0,65.0,128.0,57.0,200.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.44531249652099614
0,37,180.0,29.0,80.0,44.0,1133.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.5499999931250001
0,37,130.0,30.0,80.0,44.0,1000.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.5499999931250001
0,37,180.0,29.0,80.0,44.0,1000.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.5499999931250001
0,37,180.0,27.0,80.0,44.0,933.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.5499999931250001
0,37,130.0,29.0,80.0,44.0,1133.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.5499999931250001
0,37,180.0,38.0,80.0,44.0,866.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.5499999931250001
0,37,180.0,38.0,80.0,44.0,800.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.5499999931250001
1,38,180.0,65.0,65.0,20.0,175.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.30769230295857997
1,38,180.0,65.0,65.0,20.0,1615.4307897071872,8,5,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.30769230295857997
1,38,180.0,65.0,65.0,20.0,175.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.30769230295857997
0,39,180.0,72.0,120.0,37.0,1400.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.3083333307638889
0,39,180.0,72.0,120.0,37.0,1400.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.3083333307638889
0,40,130.0,30.0,80.0,44.0,1200.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.5499999931250001
0,40,130.0,30.0,80.0,44.0,1266.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.5499999931250001
0,40,130.0,30.0,80.0,44.0,1000.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.5499999931250001
0,40,130.0,29.0,80.0,44.0,1133.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.5499999931250001
0,41,180.0,61.0,217.0,42.0,1600.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.19354838620484616
0,41,180.0,69.0,217.0,42.0,1800.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.19354838620484616
0,41,180.0,67.0,217.0,42.0,1800.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.19354838620484616
1,42,150.0,65.0,120.0,60.0,300.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.4999999958333334
1,42,150.0,65.0,120.0,60.0,250.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.4999999958333334
1,42,150.0,23.0,83.0,60.0,290.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.7228915575555235
1,42,150.0,65.0,83.0,60.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.7228915575555235
1,42,150.0,23.0,83.0,60.0,250.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.7228915575555235
1,42,180.0,65.0,115.0,30.0,183.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.26086956294896035
1,42,150.0,23.0,120.0,60.0,275.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.4999999958333334
1,42,180.0,65.0,115.0,30.0,187.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.26086956294896035
1,42,150.0,65.0,120.0,60.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.4999999958333334
1,42,180.0,65.0,115.0,30.0,166.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.26086956294896035
1,42,180.0,65.0,64.0,20.0,143.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.31249999511718757
0,43,180.0,72.0,217.0,42.0,2000.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.19354838620484616
0,43,180.0,55.0,217.0,42.0,1400.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.19354838620484616
0,43,180.0,69.0,217.0,42.0,1900.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.19354838620484616
0,43,180.0,58.0,217.0,42.0,1500.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.19354838620484616
0,43,180.0,67.0,217.0,42.0,1800.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.19354838620484616
0,43,180.0,69.0,217.0,42.0,1900.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.19354838620484616
0,43,180.0,72.0,217.0,42.0,2000.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.19354838620484616
0,43,180.0,61.0,217.0,42.0,1600.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.19354838620484616
0,43,180.0,64.0,217.0,42.0,1700.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.19354838620484616
1,44,150.0,65.0,120.0,60.0,230.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.4999999958333334
0,45,130.0,8.0,56.0,16.0,800.0,8,7,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.285714280612245
0,45,130.0,9.0,56.0,16.0,866.0,8,7,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.285714280612245
1,46,150.0,27.0,68.0,60.0,280.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.8823529282006922
1,46,150.0,65.0,68.0,60.0,1615.4307897071872,8,2,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.8823529282006922
1,47,150.0,65.0,128.0,57.0,240.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.44531249652099614
1,47,180.0,65.0,88.0,25.0,250.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.2840909058626033
1,47,150.0,65.0,128.0,57.0,175.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.44531249652099614
0,48,180.0,63.0,150.0,37.0,1400.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.24666666502222223
0,48,180.0,60.0,150.0,63.0,1333.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.41999999720000003
0,48,180.0,64.0,150.0,37.0,1467.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.24666666502222223
0,48,180.0,66.0,150.0,37.0,1533.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.24666666502222223
0,49,180.0,68.0,150.0,37.0,1600.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.24666666502222223
1,50,150.0,65.0,120.0,60.0,275.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.4999999958333334
1,51,150.0,65.0,142.0,57.0,233.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.4014084478774053
1,51,150.0,65.0,142.0,57.0,1615.4307897071872,8,5,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.4014084478774053
1,52,180.0,65.0,178.0,10.0,1615.4307897071872,9,4,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.05617977496528216
1,52,180.0,65.0,178.0,10.0,125.0,9,4,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.05617977496528216
1,52,180.0,65.0,178.0,10.0,125.0,9,4,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.05617977496528216
0,53,130.0,31.0,80.0,44.0,1400.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.5499999931250001
1,53,150.0,27.0,68.0,60.0,230.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.8823529282006922
1,53,150.0,27.0,68.0,60.0,230.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.8823529282006922
1,53,150.0,27.0,68.0,60.0,280.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.8823529282006922
0,53,130.0,30.0,80.0,44.0,1333.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2001.0,0.5499999931250001
0,54,130.0,110.0,146.0,55.0,2261.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.37671232618690187
0,54,130.0,92.0,146.0,55.0,2200.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.37671232618690187
0,54,130.0,92.0,146.0,125.0,2000.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.8561643776975043
0,54,180.0,70.0,150.0,37.0,1667.0,8,1,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.24666666502222223
0,55,130.0,32.0,80.0,44.0,1400.0,3,3,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.5499999931250001
1,56,150.0,23.0,120.0,60.0,250.0,8,2,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.4999999958333334
1,57,150.0,65.0,142.0,63.0,275.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44366196870660585
1,57,150.0,65.0,142.0,63.0,250.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44366196870660585
1,57,150.0,65.0,142.0,63.0,300.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44366196870660585
1,57,150.0,65.0,142.0,63.0,250.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44366196870660585
1,57,150.0,65.0,65.0,29.0,275.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44615383928994096
1,57,150.0,65.0,142.0,63.0,1615.4307897071872,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44366196870660585
1,57,150.0,65.0,65.0,29.0,200.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44615383928994096
1,57,150.0,65.0,65.0,29.0,1615.4307897071872,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44615383928994096
1,57,150.0,65.0,65.0,29.0,200.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44615383928994096
1,57,150.0,65.0,65.0,29.0,220.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44615383928994096
1,57,150.0,65.0,65.0,29.0,1615.4307897071872,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44615383928994096
1,57,150.0,65.0,142.0,63.0,250.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44366196870660585
1,57,150.0,65.0,65.0,29.0,250.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44615383928994096
1,57,150.0,65.0,142.0,63.0,1615.4307897071872,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44366196870660585
1,57,150.0,65.0,65.0,29.0,275.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44615383928994096
1,57,150.0,65.0,65.0,29.0,250.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44615383928994096
1,57,150.0,65.0,65.0,29.0,250.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44615383928994096
1,57,150.0,65.0,65.0,29.0,250.0,8,5,19033.0610625,5403.009359050446,1096.608262910798,2002.0,0.44615383928994096
